Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
Sweden,Stockholm,2016,22.9,11.96,18.92,0.33,2.99,5.16,4.12,1019.65,4710.55,133.72,43.94,85.51
Sweden,Stockholm,2016,40.67,21.55,39.94,0.61,2.13,1.29,1.24,413.87,1726.97,70.76,44.05,83.12
Sweden,Stockholm,2016,26.4,17.6,21.36,0.78,1.35,3.64,1.03,816.75,2783.06,66.7,40.48,84.87
Sweden,Stockholm,2016,53.77,33.1,41.37,0.36,2.51,2.8,1.47,916.13,7445.69,68.91,39.73,83.25
Sweden,Stockholm,2016,58.38,33.11,62.06,0.48,3.78,5.41,2.02,1081.08,10888.78,104.75,39.97,83.27
Sweden,Stockholm,2016,86.98,43.56,93.28,1.17,1.46,2.14,4.71,392.13,10841.79,118.94,32.38,79.99
Sweden,Stockholm,2016,52.41,28.5,38.57,1.05,4.63,4.41,4.43,785.4,5262.58,111.97,47.58,83.08
Sweden,Stockholm,2016,22.08,9.92,22.05,0.2,1.98,4.41,0.62,960.22,10782.86,80.55,34.96,85.45
Sweden,Stockholm,2016,18.59,8.29,19.09,0.29,4.74,5.88,3.03,960.41,4373.14,105.29,49.54,85.68
Sweden,Stockholm,2016,15.0,7.37,14.98,0.54,4.07,5.65,2.06,692.67,2850.8,90.63,48.83,85.39
Sweden,Stockholm,2016,43.88,25.98,40.61,0.46,2.03,2.32,3.42,518.13,4909.71,99.13,40.71,83.11
Sweden,Stockholm,2016,29.15,15.18,30.77,0.77,2.57,2.43,2.4,543.45,7494.31,105.16,39.43,84.14
Sweden,Stockholm,2017,15.0,9.32,12.74,0.18,4.85,4.97,2.01,705.57,3931.23,100.73,50.45,85.41
Sweden,Stockholm,2017,15.0,10.47,15.95,0.46,4.81,4.84,1.64,666.43,8192.87,91.74,45.78,85.33
Sweden,Stockholm,2017,15.0,8.36,13.2,0.84,3.54,3.4,1.2,873.82,2266.78,86.99,47.51,85.75
Sweden,Stockholm,2017,37.37,20.1,34.73,0.06,3.0,3.86,2.11,669.91,2184.66,86.3,46.76,83.85
Sweden,Stockholm,2017,15.0,10.33,10.71,0.55,2.72,5.3,2.42,678.19,5288.31,101.64,42.33,85.36
Sweden,Stockholm,2017,51.63,27.03,43.38,0.58,4.89,3.09,2.89,549.65,9476.15,112.64,44.6,82.66
Sweden,Stockholm,2017,35.0,17.28,29.12,0.56,4.74,4.89,2.31,348.32,4604.36,84.58,49.04,83.36
Sweden,Stockholm,2017,15.0,6.86,13.33,0.74,3.75,2.58,2.52,696.5,7558.56,77.39,42.94,85.39
Sweden,Stockholm,2017,15.0,8.18,10.61,1.18,1.36,2.4,4.48,1159.82,1674.34,108.41,41.22,86.32
Sweden,Stockholm,2017,19.43,8.65,17.94,0.98,3.27,3.9,1.29,373.13,2667.59,83.36,46.16,84.45
Sweden,Stockholm,2017,15.0,10.14,12.89,0.07,2.78,4.23,2.63,625.67,2777.28,86.59,45.48,85.25
Sweden,Stockholm,2017,38.7,24.04,27.19,0.66,2.17,3.51,1.26,968.86,8729.81,81.03,37.12,84.36
Sweden,Stockholm,2017,84.22,45.23,87.64,0.36,4.09,4.18,4.28,462.91,8659.93,142.4,43.26,80.31
Sweden,Stockholm,2017,15.0,7.75,11.17,0.75,4.69,4.22,2.58,1164.41,3874.04,98.68,49.45,86.33
Sweden,Stockholm,2017,17.58,8.62,18.2,0.74,3.66,2.52,3.75,858.76,8146.99,94.51,42.08,85.55
Sweden,Stockholm,2017,46.48,20.91,47.4,0.95,4.04,5.22,1.92,654.7,8158.67,107.22,43.0,83.21
Sweden,Stockholm,2017,15.0,7.04,11.04,0.17,3.65,3.61,1.05,804.95,5332.29,66.56,45.45,85.61
Sweden,Stockholm,2017,30.44,20.51,32.12,0.59,1.95,3.45,4.37,593.65,3833.05,120.68,41.42,84.16
Sweden,Stockholm,2017,67.45,45.25,67.41,0.14,4.9,6.51,2.13,769.42,11050.43,119.68,43.52,82.04
Sweden,Stockholm,2017,15.0,9.02,12.05,0.8,3.64,5.61,4.64,1130.94,2691.53,145.69,47.43,86.26
Sweden,Stockholm,2017,15.0,9.18,12.66,0.4,2.77,1.67,1.93,1001.25,5632.92,58.63,42.27,86.0
Sweden,Stockholm,2018,71.88,42.63,70.44,1.01,2.28,4.16,3.27,358.45,7323.76,94.44,38.51,80.92
Sweden,Stockholm,2018,38.8,25.88,39.24,0.26,2.33,2.19,3.02,1059.94,8043.59,85.49,38.7,84.53
Sweden,Stockholm,2018,15.0,9.87,13.91,0.67,3.89,1.22,4.26,1174.67,2868.31,70.57,48.14,86.35
Sweden,Stockholm,2018,15.0,8.09,15.75,0.6,2.31,2.76,3.05,931.5,750.81,69.04,45.59,85.86
Sweden,Stockholm,2018,55.52,29.86,50.37,0.99,1.72,4.4,3.28,766.72,3058.72,103.89,41.1,82.83
Sweden,Stockholm,2018,35.37,23.31,25.93,0.6,4.32,2.38,2.98,917.71,9453.39,110.19,42.92,84.48
Sweden,Stockholm,2018,29.39,17.0,29.1,0.36,4.46,4.96,3.93,348.23,1863.66,93.15,51.17,83.74
Sweden,Stockholm,2018,21.55,10.93,21.07,1.01,2.44,1.6,2.54,899.49,1691.43,73.15,44.62,85.36
Sweden,Stockholm,2018,15.0,10.0,15.98,1.08,3.99,1.49,4.32,353.37,2343.9,103.95,48.54,84.71
Sweden,Stockholm,2018,59.05,26.75,47.07,0.63,3.01,3.46,2.62,377.03,10228.43,107.15,38.16,81.82
Sweden,Stockholm,2018,27.79,11.21,30.5,0.51,3.07,3.07,2.35,429.07,5026.68,95.63,43.67,84.01
Sweden,Stockholm,2018,15.0,10.29,14.93,0.29,4.17,2.53,3.27,579.17,1264.47,80.36,50.96,85.16
Sweden,Stockholm,2018,32.16,21.69,32.49,0.77,2.44,5.2,1.12,1112.21,11392.4,121.85,35.15,85.08
Sweden,Stockholm,2018,15.0,7.31,11.33,0.38,4.82,4.49,2.74,757.56,3161.58,98.64,50.91,85.52
Sweden,Stockholm,2018,15.0,7.39,10.89,0.97,3.23,3.44,2.07,769.49,4712.91,107.52,44.0,85.54
Sweden,Stockholm,2019,107.49,55.05,104.58,1.1,1.69,6.14,2.3,630.06,10378.54,123.17,33.59,79.09
Sweden,Stockholm,2019,15.0,8.18,12.1,0.45,3.43,6.28,1.73,1103.25,4252.4,115.96,45.58,86.21
Sweden,Stockholm,2019,37.19,16.13,35.24,0.11,4.21,6.29,0.57,950.72,6812.01,93.54,45.71,84.42
Sweden,Stockholm,2019,35.29,14.95,38.62,0.81,1.64,3.12,2.8,990.29,8963.01,91.42,35.16,84.63
Sweden,Stockholm,2019,25.49,11.83,27.5,0.17,2.95,6.65,1.16,700.18,6548.13,96.56,42.14,84.7
Sweden,Stockholm,2019,36.75,22.69,27.58,0.91,4.77,4.86,2.51,303.03,1273.33,79.35,52.13,83.16
Sweden,Stockholm,2019,15.0,7.0,13.69,0.23,3.75,3.94,4.64,812.79,2019.08,116.83,49.0,85.63
Sweden,Stockholm,2019,55.4,36.71,47.41,0.28,2.46,6.66,2.78,359.85,7046.03,138.84,40.05,82.03
Sweden,Stockholm,2019,50.41,30.72,51.62,0.27,2.16,3.0,3.6,649.32,9675.23,111.86,36.54,82.94
Sweden,Stockholm,2019,53.12,26.26,40.85,0.54,4.64,6.66,1.58,970.61,11898.34,128.74,41.48,83.4
Sweden,Stockholm,2019,47.5,24.48,46.61,0.84,2.62,1.57,3.04,838.81,7044.83,82.26,39.98,83.51
Sweden,Stockholm,2019,38.77,21.93,29.94,0.56,1.37,1.42,4.82,718.62,3073.34,95.73,40.48,83.85
Sweden,Stockholm,2019,70.14,29.79,68.27,0.37,1.21,5.06,5.0,868.15,7088.53,122.45,36.17,82.06
Sweden,Stockholm,2019,23.71,16.43,24.95,0.4,2.8,1.67,4.9,378.65,781.37,111.97,47.21,84.18
Sweden,Stockholm,2019,15.0,8.65,16.29,0.32,4.43,2.48,1.19,1153.26,10740.01,93.59,42.24,86.31
Sweden,Stockholm,2019,43.92,25.39,30.97,0.8,2.53,1.42,1.56,949.46,8126.33,86.85,38.67,83.97
Sweden,Stockholm,2019,31.57,17.16,34.58,0.31,2.37,2.72,3.32,985.95,7663.27,114.84,39.13,84.87
Sweden,Stockholm,2019,15.0,7.72,12.75,0.3,4.85,2.87,1.75,579.31,11270.28,103.85,42.99,85.16
Sweden,Stockholm,2019,63.02,33.11,45.18,0.3,1.92,5.56,4.59,669.25,2628.73,110.18,42.84,82.14
Sweden,Stockholm,2020,15.0,8.95,11.8,0.79,3.96,1.34,1.41,1189.52,11475.12,81.75,39.6,86.38
Sweden,Stockholm,2020,46.54,19.84,34.86,0.41,3.62,4.29,1.85,545.59,6504.77,79.11,43.96,82.99
Sweden,Stockholm,2020,85.56,59.49,79.59,0.9,3.16,6.38,2.71,511.54,6114.31,105.79,42.46,80.32
Sweden,Stockholm,2020,29.44,15.11,30.53,0.28,4.05,4.76,3.19,432.99,7825.74,132.9,44.06,83.9
Sweden,Stockholm,2020,15.0,9.65,15.0,1.05,4.77,2.67,3.42,1019.74,2100.72,92.9,51.15,86.04
Sweden,Stockholm,2020,15.0,10.18,12.81,0.9,4.27,3.22,2.47,803.08,7114.58,78.2,44.8,85.61
Sweden,Stockholm,2020,33.06,22.36,24.14,0.99,4.76,1.15,1.17,786.78,6198.05,81.94,47.1,84.37
Sweden,Stockholm,2020,78.42,49.74,65.81,0.63,1.46,1.73,1.69,544.9,10447.14,86.0,33.31,80.86
Sweden,Stockholm,2020,15.0,6.54,14.47,0.24,3.13,1.55,0.57,995.31,1029.86,38.99,48.12,85.99
Sweden,Stockholm,2020,16.58,11.26,15.67,0.79,2.99,4.91,0.66,811.63,3210.97,87.4,44.96,85.52
Sweden,Stockholm,2020,15.0,7.71,10.5,0.45,2.32,2.83,0.73,676.9,4908.0,53.11,41.6,85.35
Sweden,Stockholm,2020,32.52,19.94,27.84,0.16,2.57,2.56,1.93,878.92,7720.5,90.43,39.82,84.59
Sweden,Stockholm,2020,77.47,40.27,77.95,0.21,3.3,4.17,2.87,488.97,11545.07,132.62,38.14,80.81
Sweden,Stockholm,2020,41.35,20.63,33.79,0.19,2.86,2.07,3.44,502.7,4567.07,83.05,43.81,83.25
Sweden,Stockholm,2020,36.36,17.22,35.51,0.34,1.33,4.55,2.91,342.42,7030.62,102.35,36.62,83.26
Sweden,Stockholm,2021,15.0,7.73,15.49,0.54,3.3,4.85,1.38,803.96,3557.64,80.61,45.81,85.61
Sweden,Stockholm,2021,16.13,7.99,11.36,0.76,3.97,4.57,2.06,635.84,7899.9,122.46,43.25,85.2
Sweden,Stockholm,2021,15.0,10.17,13.33,0.49,1.44,2.66,1.83,1156.51,3330.38,58.18,40.49,86.31
Sweden,Stockholm,2021,57.93,24.93,48.63,0.67,1.97,2.9,1.89,605.21,9119.78,82.35,36.12,82.35
Sweden,Stockholm,2021,15.0,9.63,11.61,0.08,1.44,3.53,2.87,1089.94,2416.14,90.17,41.84,86.18
Sweden,Stockholm,2021,41.29,22.66,43.73,0.15,2.47,6.61,2.32,691.67,9281.42,140.76,37.98,83.63
Sweden,Stockholm,2021,15.0,8.41,14.43,0.13,5.0,2.01,0.66,1066.11,1509.96,68.11,53.35,86.13
Sweden,Stockholm,2021,36.06,20.92,39.62,0.29,3.49,5.19,2.36,999.0,5627.57,103.08,44.55,84.59
Sweden,Stockholm,2021,60.76,26.38,54.5,1.15,1.53,5.24,2.12,319.09,9515.47,122.3,33.92,81.59
Sweden,Stockholm,2021,70.8,49.39,61.5,1.18,2.62,5.06,3.6,1119.24,9336.81,113.88,37.35,82.52
Sweden,Stockholm,2021,53.32,22.0,47.01,0.24,3.76,6.53,1.27,301.91,9727.31,101.03,41.32,82.05
Sweden,Stockholm,2021,17.08,10.03,18.51,1.09,3.1,4.22,3.05,934.43,9352.86,93.12,38.84,85.73
Sweden,Stockholm,2021,15.0,8.12,11.82,0.4,4.33,4.58,3.59,1178.1,3955.96,123.69,48.63,86.36
Sweden,Stockholm,2022,15.0,8.42,12.2,0.7,4.98,3.24,4.95,1163.81,1193.29,101.2,53.06,86.33
Sweden,Stockholm,2022,15.0,6.13,15.87,0.26,3.58,3.39,2.86,513.73,4159.92,88.46,46.3,85.03
Sweden,Stockholm,2022,38.3,24.72,32.18,0.18,2.07,1.34,2.6,814.34,8721.88,75.06,37.3,84.08
Sweden,Stockholm,2022,15.0,7.2,11.99,0.13,3.74,1.23,2.48,1104.05,11326.1,69.12,39.75,86.21
Sweden,Stockholm,2022,15.0,10.0,15.83,1.06,4.79,1.88,3.16,1187.05,899.21,71.94,52.42,86.37
Sweden,Stockholm,2022,27.26,14.08,20.34,0.4,2.72,5.06,1.33,439.83,6137.65,89.44,41.63,84.06
Sweden,Stockholm,2022,62.89,25.22,54.39,1.11,1.23,2.03,1.54,876.58,10743.53,66.72,31.84,82.56
Sweden,Stockholm,2022,15.0,6.43,14.21,0.91,1.92,1.2,2.6,1154.69,8808.42,63.26,36.04,86.31
Sweden,Stockholm,2022,43.2,22.39,32.62,0.22,4.4,3.0,4.14,937.16,8363.58,109.1,44.61,83.99
Sweden,Stockholm,2022,39.23,22.58,29.59,0.88,3.94,5.62,4.77,833.24,11204.3,129.6,39.73,84.05
Sweden,Stockholm,2022,57.32,39.31,60.0,0.13,1.78,4.86,2.38,507.94,4939.17,116.91,40.26,82.19
Sweden,Stockholm,2022,15.0,9.31,12.3,0.85,2.1,4.0,1.11,794.33,3469.05,91.59,41.97,85.59
Sweden,Stockholm,2022,15.0,9.23,14.06,0.33,4.84,1.94,4.59,846.64,1014.66,74.81,53.16,85.69
Sweden,Stockholm,2022,52.08,29.98,51.41,1.15,2.36,2.67,4.92,486.38,5956.93,105.43,39.97,82.5
Sweden,Stockholm,2022,34.13,23.46,36.5,0.35,1.3,5.12,3.87,1127.83,7458.68,133.36,36.08,84.98
Sweden,Stockholm,2022,64.98,27.25,51.19,0.61,2.8,2.24,3.69,911.2,10578.83,92.24,37.21,82.49
Sweden,Stockholm,2022,15.0,8.4,13.17,0.65,1.98,3.99,0.69,561.32,2548.04,54.37,42.74,85.12
Sweden,Stockholm,2023,77.32,52.88,66.28,0.11,1.78,6.99,1.7,1105.82,11494.25,108.73,33.73,82.06
Sweden,Stockholm,2023,20.45,11.35,21.2,0.06,2.09,1.66,1.88,1003.12,2278.06,47.85,43.95,85.64
Sweden,Stockholm,2023,15.0,7.8,12.36,0.78,3.57,1.48,2.06,828.62,8931.28,78.19,41.0,85.66
Sweden,Stockholm,2023,47.48,33.23,34.29,0.52,4.04,3.74,1.14,602.97,11631.46,111.08,39.97,83.04
Sweden,Stockholm,2023,50.43,23.2,45.25,0.48,2.64,3.38,1.17,992.68,11330.09,86.48,36.1,83.62
Sweden,Stockholm,2023,95.37,45.27,84.33,0.92,3.06,3.26,2.93,565.08,10672.18,93.1,37.61,79.77
Sweden,Stockholm,2023,71.61,48.61,68.5,0.75,1.82,2.51,3.51,409.03,9756.38,90.69,34.94,81.04
Sweden,Stockholm,2023,15.0,7.11,11.05,0.89,2.09,1.18,1.84,763.83,1855.51,46.96,43.53,85.53
Sweden,Stockholm,2023,15.0,8.19,14.78,0.38,4.36,4.3,3.28,986.01,10977.87,111.75,41.73,85.97
Sweden,Stockholm,2023,30.96,13.96,25.19,0.36,2.66,5.86,0.74,995.04,6893.1,103.97,40.72,84.93
Sweden,Stockholm,2023,67.03,27.33,65.24,0.82,2.67,4.71,2.39,613.77,11319.62,119.8,35.87,81.76
Sweden,Stockholm,2023,25.63,14.82,25.89,0.53,2.32,6.73,2.59,389.02,1778.66,116.4,44.65,84.07
Sweden,Uppsala,2014,16.39,9.64,17.49,0.07,2.82,5.16,2.38,1047.28,10213.39,135.41,38.18,86.0
Sweden,Uppsala,2014,29.4,15.1,30.87,0.13,3.13,3.16,3.55,1049.21,7681.41,87.88,41.57,85.14
Sweden,Uppsala,2014,60.31,40.83,63.07,1.13,1.4,6.17,3.02,717.56,4197.9,100.65,38.87,82.41
Sweden,Uppsala,2014,23.16,15.91,17.23,0.25,2.55,3.03,1.48,597.46,5961.77,83.77,41.45,84.65
Sweden,Uppsala,2014,15.0,9.02,14.01,0.55,2.59,3.19,1.63,939.0,9393.28,102.43,37.83,85.88
Sweden,Uppsala,2014,75.31,48.69,65.51,0.55,1.21,6.2,1.3,755.94,7943.94,114.23,35.12,81.49
Sweden,Uppsala,2014,52.1,27.75,44.78,0.09,3.72,6.44,3.81,765.51,3794.94,122.03,47.26,83.06
Sweden,Uppsala,2014,49.54,33.82,44.35,1.09,1.27,6.33,3.63,715.05,9654.69,126.39,33.06,83.13
Sweden,Uppsala,2014,15.0,9.94,12.3,0.84,2.64,1.86,4.0,611.9,1531.75,93.26,45.54,85.22
Sweden,Uppsala,2014,42.83,18.71,46.63,0.87,4.02,4.65,1.55,375.46,1324.07,102.85,49.87,82.9
Sweden,Uppsala,2014,15.0,9.23,14.97,0.33,2.39,3.21,2.66,1123.06,7747.88,78.09,39.08,86.25
Sweden,Uppsala,2014,15.0,6.9,11.29,0.09,4.23,2.12,1.87,956.44,1910.08,87.66,50.7,85.91
Sweden,Uppsala,2014,15.0,7.66,15.81,0.3,4.95,2.45,4.05,1170.93,9085.06,121.31,45.47,86.34
Sweden,Uppsala,2015,15.0,8.57,15.59,0.22,1.84,4.79,1.79,1026.95,4882.32,78.83,40.41,86.05
Sweden,Uppsala,2015,41.07,26.87,34.57,1.06,3.77,2.19,4.13,868.7,11869.34,108.99,38.39,84.0
Sweden,Uppsala,2015,18.61,12.23,17.98,1.06,1.63,2.24,2.24,904.89,5807.32,82.82,38.03,85.57
Sweden,Uppsala,2015,15.0,7.44,15.04,0.11,4.68,1.26,1.52,1084.55,1870.87,49.46,52.06,86.17
Sweden,Uppsala,2015,42.04,24.53,33.69,1.06,1.43,3.46,3.13,700.04,6856.4,107.65,36.36,83.6
Sweden,Uppsala,2015,40.69,28.12,39.87,1.04,2.87,4.34,3.81,898.58,3119.29,90.06,44.44,84.08
Sweden,Uppsala,2015,15.0,9.33,15.0,0.28,2.85,2.51,1.53,1124.87,2875.61,83.64,45.38,86.25
Sweden,Uppsala,2015,83.42,36.12,68.92,1.04,2.24,6.55,3.87,1094.72,10581.79,159.32,35.11,81.63
Sweden,Uppsala,2015,50.86,34.64,43.82,0.19,3.95,4.9,3.78,480.63,941.61,116.32,50.72,82.57
Sweden,Uppsala,2015,63.51,29.33,45.65,0.63,2.69,2.81,1.98,711.74,7192.58,93.34,40.23,82.19
Sweden,Uppsala,2015,68.74,33.56,72.64,1.06,2.97,4.19,2.19,523.51,10983.41,92.66,36.87,81.46
Sweden,Uppsala,2015,28.1,11.95,26.37,0.33,1.91,5.29,0.65,688.99,11858.88,98.49,33.54,84.5
Sweden,Uppsala,2015,15.0,9.11,12.03,0.87,3.84,6.22,3.01,910.22,4935.68,126.87,45.72,85.82
Sweden,Uppsala,2015,52.46,28.57,50.89,0.91,2.82,1.0,1.52,1015.38,10679.11,92.07,36.86,83.53
Sweden,Uppsala,2015,64.1,40.01,46.83,0.19,1.48,4.01,2.05,826.45,7327.81,86.71,36.91,82.38
Sweden,Uppsala,2015,47.07,21.94,46.61,0.15,3.12,1.2,1.68,480.08,7770.2,61.48,41.43,82.82
Sweden,Uppsala,2015,44.34,30.75,31.91,0.33,4.41,4.19,1.43,565.18,9660.68,95.5,43.23,83.17
Sweden,Uppsala,2015,15.0,7.8,10.7,0.15,3.17,2.94,1.97,718.3,5759.13,89.76,43.59,85.44
Sweden,Uppsala,2015,15.0,8.95,11.11,0.27,4.67,1.72,4.66,1190.27,10453.55,113.39,43.3,86.38
Sweden,Uppsala,2016,15.0,7.32,11.78,0.34,3.25,6.48,1.01,989.77,4792.76,111.08,44.62,85.98
Sweden,Uppsala,2016,84.41,41.05,67.34,1.19,1.47,2.81,4.44,670.14,9189.05,125.12,34.03,80.71
Sweden,Uppsala,2016,15.0,7.69,12.85,0.17,4.6,6.23,3.11,786.07,578.32,118.91,53.05,85.57
Sweden,Uppsala,2016,85.31,38.61,82.96,0.55,2.9,3.25,3.34,434.72,9606.87,99.24,38.55,80.18
Sweden,Uppsala,2016,64.21,39.91,65.89,0.13,3.44,5.85,3.84,557.44,9142.95,125.16,41.06,81.83
Sweden,Uppsala,2016,91.7,60.16,99.95,0.52,1.84,6.51,2.23,823.64,10961.48,127.24,34.05,80.53
Sweden,Uppsala,2016,26.4,12.44,25.34,0.7,4.85,5.05,3.56,842.34,8538.56,123.6,45.32,84.92
Sweden,Uppsala,2016,71.68,29.78,61.92,0.75,4.88,5.85,4.64,386.38,1620.03,141.55,52.26,80.99
Sweden,Uppsala,2016,15.0,6.37,14.24,0.05,3.43,3.75,3.27,1165.6,3144.34,118.22,47.11,86.33
Sweden,Uppsala,2016,54.05,23.09,50.22,0.81,2.44,3.36,4.14,746.65,11461.0,106.0,35.05,82.89
Sweden,Uppsala,2016,82.65,45.27,82.43,0.32,4.75,6.76,0.98,569.21,10383.92,123.35,43.55,80.63
Sweden,Uppsala,2016,91.06,36.77,96.89,0.8,2.65,4.32,3.8,943.51,11819.94,109.8,35.34,80.82
Sweden,Uppsala,2016,65.61,39.28,58.83,0.66,3.5,1.54,3.47,616.93,11720.4,117.26,38.11,81.86
Sweden,Uppsala,2016,23.36,10.82,17.35,0.75,1.76,1.78,3.58,854.41,10312.73,101.58,34.22,85.15
Sweden,Uppsala,2016,39.74,22.53,31.57,1.15,1.58,1.21,3.38,445.95,4290.45,96.76,39.29,83.24
Sweden,Uppsala,2016,23.16,9.74,22.62,0.56,4.92,6.04,4.6,800.77,7205.67,138.92,47.01,85.06
Sweden,Uppsala,2017,60.51,36.57,60.94,0.81,4.54,6.04,3.95,390.14,9006.95,133.39,43.82,81.75
Sweden,Uppsala,2017,50.4,23.04,42.97,0.69,1.59,2.11,1.94,796.2,7180.7,68.28,36.91,83.23
Sweden,Uppsala,2017,37.23,18.35,28.31,0.85,4.48,3.95,1.92,461.91,2155.7,89.49,50.43,83.44
Sweden,Uppsala,2017,15.0,10.03,14.65,0.53,4.9,2.73,2.5,966.77,3902.25,74.38,50.25,85.93
Sweden,Uppsala,2017,15.0,9.21,15.26,0.97,4.62,4.69,0.88,812.42,1393.51,78.58,51.5,85.62
Sweden,Uppsala,2017,23.22,13.38,22.64,1.2,4.98,4.0,3.67,398.61,858.03,102.19,52.88,84.25
Sweden,Uppsala,2017,15.0,9.46,16.01,0.3,2.28,1.42,3.69,671.03,6878.94,91.22,39.65,85.34
Sweden,Uppsala,2017,15.0,7.5,14.74,0.3,3.3,3.08,4.13,327.88,2218.58,115.15,47.39,84.66
Sweden,Uppsala,2017,58.82,26.12,57.25,0.14,1.42,6.31,3.44,360.8,2613.16,133.24,41.52,81.8
Sweden,Uppsala,2017,33.38,21.63,26.56,0.13,1.76,1.82,1.38,1117.95,9936.94,90.51,35.22,85.01
Sweden,Uppsala,2017,18.48,10.93,15.9,0.89,2.84,4.58,1.51,783.72,8044.77,88.02,39.59,85.34
Sweden,Uppsala,2017,15.0,9.25,11.92,0.94,1.37,2.97,2.82,947.6,589.79,70.2,42.57,85.9
Sweden,Uppsala,2017,58.32,28.36,52.06,0.88,2.67,2.48,4.63,687.42,1807.76,95.12,45.32,82.49
Sweden,Uppsala,2017,15.0,9.58,11.65,1.17,2.39,1.48,2.36,1120.19,2799.09,75.04,43.19,86.24
Sweden,Uppsala,2017,15.0,6.69,16.19,0.86,4.46,6.3,2.31,906.04,2507.78,128.44,50.02,85.81
Sweden,Uppsala,2017,65.6,42.25,48.72,0.77,2.91,1.09,4.52,582.98,6267.32,102.71,41.7,81.79
Sweden,Uppsala,2017,58.22,28.28,50.16,0.94,4.46,5.2,4.69,820.55,9215.06,144.59,43.23,82.76
Sweden,Uppsala,2017,43.96,27.17,42.64,0.89,4.91,2.13,2.71,544.68,10241.56,97.21,43.59,83.16
Sweden,Uppsala,2017,42.95,23.73,39.35,0.81,4.76,5.03,3.43,429.91,6737.59,129.19,46.73,83.0
Sweden,Uppsala,2017,41.05,22.55,30.96,1.02,4.96,3.15,2.57,317.72,9116.52,81.16,44.74,82.9
Sweden,Uppsala,2018,48.29,30.18,49.97,0.66,2.2,4.5,0.97,783.51,10776.74,104.16,35.15,83.35
Sweden,Uppsala,2018,15.0,9.2,16.11,0.47,4.02,6.47,4.27,322.17,786.78,111.09,50.8,84.64
Sweden,Uppsala,2018,21.68,13.34,18.94,0.31,3.44,1.29,4.53,970.37,4092.95,99.67,45.93,85.5
Sweden,Uppsala,2018,50.96,25.13,52.96,0.94,1.89,2.49,2.19,573.76,4020.99,88.49,40.72,82.75
Sweden,Uppsala,2018,42.39,27.41,45.3,0.63,2.06,2.65,3.8,763.86,4395.72,98.94,41.17,83.7
Sweden,Uppsala,2018,28.55,14.07,30.17,1.04,4.25,2.04,1.42,469.29,3809.35,54.06,47.89,84.04
Sweden,Uppsala,2018,22.66,15.38,21.33,0.84,2.53,2.04,2.48,1183.39,9658.33,74.63,37.09,85.86
Sweden,Uppsala,2018,15.0,8.52,15.77,1.09,4.57,3.27,4.87,645.93,1057.56,115.05,51.57,85.29
Sweden,Uppsala,2018,69.01,47.37,71.73,0.62,3.23,5.54,4.13,427.06,3874.3,129.57,45.2,81.25
Sweden,Uppsala,2018,15.0,10.27,14.8,0.87,4.46,4.27,1.62,1176.16,2567.6,94.24,49.93,86.35
Sweden,Uppsala,2018,16.37,9.21,16.79,0.09,4.0,2.34,2.94,983.0,4576.58,95.62,47.32,85.87
Sweden,Uppsala,2018,43.27,26.64,33.34,1.15,2.69,5.45,3.25,386.97,6394.98,100.41,40.53,82.89
Sweden,Uppsala,2018,15.0,9.63,13.04,1.0,4.8,4.48,1.37,957.87,4679.58,76.53,48.73,85.92
Sweden,Uppsala,2019,15.0,8.72,14.21,0.17,2.77,4.92,2.74,801.42,1865.13,92.66,46.27,85.6
Sweden,Uppsala,2019,15.0,10.39,11.49,0.19,3.6,6.64,4.08,639.1,4003.39,115.12,46.61,85.28
Sweden,Uppsala,2019,33.47,17.7,34.02,0.37,3.05,2.1,4.24,643.12,5954.52,94.04,42.82,84.05
Sweden,Uppsala,2019,48.85,27.74,51.03,0.65,1.82,4.33,1.32,547.21,6712.63,78.96,38.09,82.84
Sweden,Uppsala,2019,39.43,17.56,28.4,0.28,2.0,3.59,3.01,1183.67,6415.79,103.57,39.29,84.74
Sweden,Uppsala,2019,60.06,30.45,61.48,0.72,4.12,1.05,3.73,922.25,9801.89,83.82,41.84,82.84
Sweden,Uppsala,2019,15.0,8.52,14.58,0.22,2.23,6.06,4.32,651.95,648.2,117.44,45.83,85.3
Sweden,Uppsala,2019,77.69,34.49,58.96,1.17,2.17,4.03,2.43,410.18,8614.66,111.09,36.73,80.64
Sweden,Uppsala,2019,35.72,22.54,27.63,0.79,3.17,1.94,4.36,777.18,6376.39,89.38,42.34,84.17
Sweden,Uppsala,2019,15.0,8.19,14.95,0.07,4.64,6.68,0.6,448.56,6597.33,95.21,47.27,84.9
Sweden,Uppsala,2019,31.61,19.84,33.3,0.36,4.35,3.59,2.83,803.07,6280.38,94.48,46.41,84.5
Sweden,Uppsala,2019,33.44,23.33,28.06,0.09,2.98,1.55,4.85,924.45,3540.14,110.85,45.3,84.62
Sweden,Uppsala,2019,15.0,7.18,11.67,0.07,1.98,3.84,2.33,689.26,1903.16,88.72,43.98,85.38
Sweden,Uppsala,2019,15.0,7.27,11.27,0.25,1.33,4.89,0.85,494.52,3621.44,98.7,40.14,84.99
